title,company,category,status,min_edu,min_exp,description,url,imgUrl
Consultant Nutritionist (Sales),PT Sejuta Kawan Sejahtera (Sedaya),Business Development & Sales,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Consultant Nutritionist (Sales) at PT Sejuta Kawan Sejahtera (Sedaya)Sedaya [Sister Company SIRKA (YC 21)] urgently looking for Consultant Nutritionist for Jabodetabek areaResponsibilities:Assess client nutritional needs and health goals.Provide clients with information about nutrition, healthy eating habits, and lifestyle choices.Recommend and promote service, nutritional products, supplements that align with clients' health goals.Meet or exceed monthly sales goals Keep up-to-date with the latest nutrition trends.Share insights with management to improve servicesRequirements:Bachelor of Nutrition (Having active STR is a must)Experience in client consultations and creating personalized nutrition plans.Sales experience, preferably in health or nutrition.Strong understanding of nutrition science and current trends.Proactive in identifying client needs and solving problems.Ability to handle multiple client interactions at once.Regular follow-up with clients to ensure satisfaction.Read Less",https://glints.com/id/en/opportunities/jobs/consultant-nutritionist-sales/ed273753-b2c6-4aa4-851d-de571ab2a54f?utm_referrer=explore&traceInfo=93083509-4026-48d8-8337-07f1b14b49a8,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/fae322c0fdd2d547d6b27c92501e2f3b.png
Sales Executive,Haka Auto,Business Development & Sales,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Sales Executive at Haka AutoJob Descriptions :Interact directly with consumers and be entrusted with offering the best service possible in order to pique their interest in acquiring the provided products. Responsible for handling the sales process, from the time of the first request to the execution of the order.Requirements :Effective communication skills.Knowledge of products.Ability to understand consumer needs.Customer-focused mindset.Capable of working with targets.Ability to be adaptable, persuasive, and organized.Knowledge of grooming techniques.Time management.Read Less",https://glints.com/id/en/opportunities/jobs/sales-executive/66c1083a-d403-4225-89c1-a9b6d1f814b2?utm_referrer=explore&traceInfo=93083509-4026-48d8-8337-07f1b14b49a8,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/8d126087739b44b052b05c8217993c2e.jpeg
Sales Executive,WG Group Property,Business Development & Sales,Full-Time · On-site,Minimum Associate Degree,1 - 3 years of experience,"Job description for Sales Executive at WG Group PropertyPossess a minimum of a D3/S1 degree in all majors.Must possess a strong comprehension of the sales process.Able to work independently or as part of a team.Possess excellent communication and interpersonal skills, as well as being target-oriented.Excellent communication and persuasive skills are required, and a professional appearance is preferred.Conducting sales activities and following up with customers.Actively participate in marketing initiatives, including exhibitions, canvassing, and gatherings, to promote our products.Having a personal vehicle is preferred.Placement in Bandung.Read Less",https://glints.com/id/en/opportunities/jobs/sales-executive/4e5a4f51-cb87-44d4-98c0-474241e521b7?utm_referrer=explore&traceInfo=93083509-4026-48d8-8337-07f1b14b49a8,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/dc7f39a103642c5f8d6124208ce635c8.png
Account Manager,Pt. Sapta Tunas Teknologi,Business Development & Sales,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Account Manager at Pt. Sapta Tunas TeknologiResponsibility:Aggressively develop and manage accountsAnalyze, Negotiate and Close complex deals for IT SolutionSetting appointments and presentation with viable prospectsBuild strong and long-term relationship with clients, partners and principalsEmploy a consultative selling approach to ensure success in achieving the Sales QuotaClosely cooperating with other departments involved with your accounts Requirements:Maximum 32 Years oldDiploma or Bachelor degree from any majorHigh Passionate for sales activity or business developmentHaving good networking, especially in management levelHaving experience in creating / prospecting and managing accountsGood in written & verbal English communicationGood negotiation & presentationHighly motivated, able to work with target and fast learnerDetail oriented, strong analytical & planningRead Less",https://glints.com/id/en/opportunities/jobs/account-manager/bdf30b65-6a20-4254-8d3d-1e79fffd15c4?utm_referrer=explore&traceInfo=93083509-4026-48d8-8337-07f1b14b49a8,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/cb42fe17b61d83386712bf81c932f58c.png
Staff Sales,PT Sentra Distribusi Jayaabadi,Business Development & Sales,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Staff Sales at PT Sentra Distribusi JayaabadiJob DescriptionsMencari peluang penjualan dan menjalin jaringan dengan calon pelangganMelakukan tindak lanjut terhadap prospek pemasaran dan mengamankan peluang penjualan potensialMemahami kebutuhan dan tujuan klien dan memberikan solusi yang layakMenyiapkan presentasi, proposal, dan penawaran untuk pelangganMeninjau secara mingguan dan menyiapkan laporan internal dan eksternal tentang status penjualanJob RequirementsPendidikan minimal SMA/SMK SederajatPengalaman minimal 1 tahun di bidang yang samaTerbiasa dengan bidang GT menjadi nilai plusMemiliki kemampuan menjual produk kepada customers potensialTerbiasa dengan Target, dan Mobilitas TinggiMempunyai kemampuan pemecahan masalahMemahami industri FnBMahir dalam Microsoft Office (terutama Excel)Penempatan Wilayah Jawa TimurRead Less",https://glints.com/id/en/opportunities/jobs/staff-sales/da7482c1-5fd4-42b6-8cfa-afddf3b0a788?utm_referrer=explore&traceInfo=93083509-4026-48d8-8337-07f1b14b49a8,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/b66993fa86cf95c1c14375069580ba78.jpg
Sales,DINITEX,Business Development & Sales,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Sales at DINITEXTugas dan Tanggung Jawab:Mengembangkan dan menerapkan program penjualan dan pemasaran Meningkatkan penjualan, dan memaksimalkan pendapatan bagi perusahaanMembangun dan mempertahankan hubungan dengan client yang ada dan mencari client baruMelakukan presentasi kepada clientMengawasi proses produksi sesuai project yang ditanganiBertanggung jawab membuat dan mengelola anggaran produksi per projectMemastikan kepatuhan dengan persyaratan hukum yang terkait dengan afiliasiKualifikasi:Laki-laki, Maksimal 29 Tahun Pendidikan minimal SMA / SMKMemiliki pengalaman minimal 2 tahun dalam bidang Sales baik offline maupun onlineMemiliki kemampuan komunikasi dan negosiasi yang baikMampu mengoperasikan program Microsoft OfficeLebih disukai mempunyai pengalaman di bidang textil dan penjualan B2BRead Less",https://glints.com/id/en/opportunities/jobs/sales/15260606-1632-4651-b71a-2b1b2a5937c4?utm_referrer=explore&traceInfo=93083509-4026-48d8-8337-07f1b14b49a8,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/a9c2f40daebedc53e5068995c3d500b7.png
Sales Canvas,CV. NGESTI PRIMA MAKMUR,Business Development & Sales,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Sales Canvas at CV. NGESTI PRIMA MAKMURNgesti Prima Makmur adalah perusahaan industri pengolahan kopi bubuk dengan merk KOPI NIKMAT yang terletak di sentul bogor, saat ini membutuhkan sdm berpengalaman dalam dunia sales untuk posisi :SALES CANVASJob descriptionMelakukan penjualan produk kopi di area yang telah ditetapkan sehingga mampu meningkatkan penjualan.Menjalin Kerjasama yang baik dengan toko, agen, grosir, sehingga mampu mengembangkan bisnis secara berkesinambungan sehingga mampu menaikan penjualan.Mengumpulkan informasi tentang pasar yang sesuai dengan produk atau layanan.Membuat laporan rutin dan Mencapai target penjualan yang diberikanSpek :Pendidikan min.SMA Sederajat.Usia maksimal 35 tahun.Mampu bekerja dengan target, Pengalaman min. 1 tahun di dunia sales & marketing, terutama perusahaan , kopi, rokok, minuman, FMCG.Memiliki pengetahuan area penjualan khususnya kota bogor, kab. bogor, Depok.Memiliki kepribadian yang menarik ramah dan komunikatif.Jujur, teliti & disiplin.Memiliki kendaraan (motor) dan Bersedia bekerja secara mobile.Bersedia bekerja di seluruh area yang ditetapkan perusahaan (kota bogor, kab. bogor, Depok)Read Less",https://glints.com/id/en/opportunities/jobs/sales-canvas/1d3192a4-00d2-4802-9a24-a660f70adfd2?utm_referrer=explore&traceInfo=93083509-4026-48d8-8337-07f1b14b49a8,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7845e1d0dd79b0cb63c7bc433c2bc52f.jpeg
Sales Promotor,PT Kubangan Putra Karya,Business Development & Sales,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,Job description for Sales Promotor at PT Kubangan Putra Karya1. Melayani customer yang datang ke office2. Administrasi data customer dan penjualan3. Membantu admin sosial media untuk melayani customer secara online4. Membuat janji temu dengan customer5. Update data stok produk dan berkoordinasi dengan staf gudang6. Melakukan live di sosial media perusahaanRead Less,https://glints.com/id/en/opportunities/jobs/sales-promotor/19fbf0c9-d09c-406d-881e-e6c1f9e542de?utm_referrer=explore&traceInfo=93083509-4026-48d8-8337-07f1b14b49a8,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/b4dac7fd7c328bc4ea9e03da6519d28d.png
STAFF PEMBERKASAN DAN PENAGIHAN,PT Ruang Bangun Abadi,Business Development & Sales,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for STAFF PEMBERKASAN DAN PENAGIHAN at PT Ruang Bangun AbadiKualifikasi:1.	Pendidikan minimal D3/S1 2.	Minimal berusia 22 tahun;3.	Pengalaman kerja minimal 1 tahun, berpengalaman dibidang yang sama pada Perusahaan Pengadaan barang dan Jasa LKPP Ecatalog lebih diutamakan4.	Memiliki kemampuan berkomunikasi yang baik, teliti dan bersedia Mobile5.	Mampu bekerjasama dengan tim maupun individu Deskripsi pekerjaan:1.	Membuat kontrak kerja atas project yang closing2.	Melakukan riview kontrak kerjasama dan melakukan negosiasi terkait jangka waktu pengerjaan project3.	Membuat berita acara dan penagihan, serta followup pembayaran atas project yang telah terselesaikan4.	Berkoordinasi dengan tim sales terkait dokumen pemberkasan atas paket yang sudah terselesaikan5.	Mendokumentasikan, melakukan filling dan memastikan dokumen pemberkasan sudah benar 6.	Dapat mengimplementasikan ISO 9001Read Less",https://glints.com/id/en/opportunities/jobs/staff-pemberkasan-dan-penagihan/2b930bf1-be18-4e15-b3dd-20d8f1764d62?utm_referrer=explore&traceInfo=93083509-4026-48d8-8337-07f1b14b49a8,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/2be36101be5d4130141bac3e7f5c11d4.jpg
Business Development,Movus Technologies Indonesia,Business Development & Sales,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Business Development at Movus Technologies IndonesiaTentang kami:
movus merupakah sebuah startup yang ditemukan di Jepang tahun 2021 yang bergerak di bilang  Automotive Ownership Solution yang berbasis technology. Kami mencoba untuk mengubah pasar dan memberikan solusi yang inovatif dengan menggabungkan servis finansial serta teknologi.

Kami didirikan oleh tim berpengalaman yang bekerja di perusahaan rintisan otomotif, keuangan serta pemimpin bisnis yang bekerja di perusahaan unicorn Jepang, AS, dan India.

Kami mencari persona Sales yang bermotivasi tinggi untuk berkontribusi dalam pengembangan bisnis kami. Kandidat yang ideal harus memiliki rekam jejak keberhasilan yang terbukti dalam penjualan, menjadi komunikator yang hebat, dan memiliki keterampilan interpersonal dan membangun hubungan yang kuat. 

Tanggung Jawab:Mengembangkan dan menerapkan strategi penjualan untuk meningkatkan pendapatan dan pangsa pasar.Mampu mengidentifikasi dan menargetkan peluang bisnis baru, termasuk pencarian prospek dan cold calling.Membangun dan mempertahankan hubungan yang kuat dengan klien dan pelanggan, memberikan layanan pelanggan yang memuaskan.Memenuhi dan melampaui target penjualan.Menyimpan catatan yang akurat tentang aktivitas penjualan dan interaksi pelangganBerkolaborasi dengan tim internal untuk mengembangkan dan melaksanakan kampanye pemasaran dan promosi.Up to date mengenai tren industri dan praktik terbaik, dan membagikan pengetahuan dengan tim.Kualifikasi:Memiliki simpati yang kuat untuk tumbuh dan berkembang bersama visi misi perusahaan.Mampu menganalisa market pasar.Memiliki minimal 1 tahun pengalaman dalam penjualan, lebih disukai dalam lingkungan bisnis-ke-pelanggan (B to C).Pengalaman di perusahaan Leasing akan menjadi nilai plus.Pemahaman yang kuat tentang prinsip, metode, praktik, dan teknik penjualan.Keterampilan komunikasi dan interpersonal yang sangat baik, dengan kemampuan membangun hubungan dengan klien dan pelangganRekam jejak yang terbukti dalam memenuhi atau melampaui target penjualan.Kemampuan untuk bekerja secara mandiri dan sebagai bagian dari tim, mengelola banyak hal secara bersamaan.Mampu berbahasa Inggris menjadi nilai plus.Memiliki pengalaman di perusahaan startup.

Read Less",https://glints.com/id/en/opportunities/jobs/business-development/95bd7d40-3645-476b-bf75-9104384d288d?utm_referrer=explore&traceInfo=93083509-4026-48d8-8337-07f1b14b49a8,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/24b5e5a0a35b5e5c96a8949a0245fa52.jpeg
Short Video,PT Pongo Technology Indonesia,Business Development & Sales,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Short Video at PT Pongo Technology IndonesiaRequirements:Pria / WanitaBerpengalaman minimal 1 tahun di industri kreatif atau TikTok Agency (Services for Brand)Mampu melakukan riset konten di social media terutama tiktokMampu mengoperasikan kamera dan editing apps smartphone (PC jadi nilai tambah)Dapat membuat content plan, scriptingDapat membuat konten selling dan non sellingMampu membuat headline dan copywriting yang menarikBersedia melakukan voiceover pada kontenTerbiasa di depan kamera dan tidak kakuMemiliki kemampuan public speaking yang baikTerbukti mempunyai pengalaman membuat konten Tiktok / IGSangat terbiasa dengan platform TiktokUp to date dengan latest trend Tiktok dan perubahan algoritma TiktokPassionate di bidang fashion, beauty, mom&babies (Nilai tambah)Menyediakan portfolio konten dan akun media sosial di lamaranRead Less",https://glints.com/id/en/opportunities/jobs/short-video/fdec3816-a5ad-4687-a974-c617a2c8f732?utm_referrer=explore&traceInfo=93083509-4026-48d8-8337-07f1b14b49a8,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/15d3eda3fc8c6a8638c91c26a75c68c9.png
Business Development,PT Pongo Technology Indonesia,Business Development & Sales,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Business Development at PT Pongo Technology IndonesiaThe ideal candidate is a motivated, organized, and creative individual who welcomes the challenges of acquiring and developing new business through sales efforts. You will build key customer relationships, identify business opportunities, and close business deals while maintaining an extensive knowledge of current market conditions. 

Responsibilities :Develop and maintain client relationshipsGather useful information from customer and competitor dataMonitor project teams to ensure contracts are executed as agreedCoordinate with sales teams to develop mutually beneficial proposalsGenerating and expanding potential clients and an active growth pipelineNegotiate contract terms with clients and communicate with stakeholdersMake and give presentations to prospective clients and internal executivesManaging multiple projects and priorities is necessary in this role, so effective time management skills are a must.QualificationsBachelor's degree or similarAdaptable, fast learner, highly motivatedFluency in English is a must, Mandarin is a PLUSUnderstanding e-commerce or live broadcast field is a PLUSStrong analytic, logical and problem solving skills with good attention to detail.Have a strong connection/relationship with Brands & knowing potential clients' key peopleMinimum 2 years experience in a related field and from Advertising Company (Provide services to Brands)Excellent verbal and written communication skills are necessary to effectively communicate with clients, team members, and other stakeholdersRead Less",https://glints.com/id/en/opportunities/jobs/business-development/246cabde-832b-4414-b4a8-2a35f59073c2?utm_referrer=explore&traceInfo=b77e640b-b013-461b-b9a2-f7ebaacfd4f9,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/15d3eda3fc8c6a8638c91c26a75c68c9.png
Sales & Marketing,PT Jayawijaya Putra Mandiri,Business Development & Sales,Full-Time · On-site,Minimum Associate Degree,1 - 3 years of experience,"Job description for Sales & Marketing at PT Jayawijaya Putra MandiriTUGAS DAN TANGGUNG JAWABmelakukan Aktivitas penjualan sewa kendaraan, menjaga hubungan baik dengan customer untuk mencapai target yang telah ditetapkan perusahaanKUALIFIKASI﻿﻿Pria/Wanita﻿﻿Min. Lulusan D3 semua jurusan﻿﻿Berpengalaman di bidang rental mobil/tour & travel/pariwisata min 1 tahun﻿﻿Mempunyai pengalaman dalam negosisasi dan penjualan﻿﻿Mampu membuat rencana kerja & usulan-usulan program﻿﻿Terbiasa mengelola sosmed : 1G, FB, Tik Tok﻿﻿Percaya diri yang kuat, komunikatif, dan mudah bersosialisasi﻿﻿Familiar dengan target kerja Read Less",https://glints.com/id/en/opportunities/jobs/sales-and-marketing/77f7dee0-3667-4a06-aec0-25f54ff4cc1a?utm_referrer=explore&traceInfo=b77e640b-b013-461b-b9a2-f7ebaacfd4f9,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/51d8e6100560a8c608bd856cfd48b908.jpeg
Sales Officer,PT Limas Raga Inti,Business Development & Sales,Full-Time · On-site,Minimum Associate Degree,1 - 3 years of experience,"Job description for Sales Officer at PT Limas Raga IntiMENCARI SALES DI BIDANG PELUMAS KENDARAAN (OLI) MOTOR DAN MOBIL﻿﻿mampu berkomunikasi dengan baik﻿﻿memiliki kendaraan, dan sim﻿﻿pendidikan s1/d3﻿﻿diutamakan berpengalaman sebagai sales terutama di bidang pelumas﻿﻿menjaga hubungan baik dengan konsumen dan mencari new customer Read Less",https://glints.com/id/en/opportunities/jobs/sales-officer/fe766501-4d7d-413b-a7cc-1bed81609fa7?utm_referrer=explore&traceInfo=b77e640b-b013-461b-b9a2-f7ebaacfd4f9,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/c333c3b3410136f73004917daa0ee73f.jpeg
National Sales Manager,PT. Yupi Indo Jelly Gum,Business Development & Sales,Full-Time · On-site,Minimum Bachelor’s Degree,More than 10 years of experience,"Job description for National Sales Manager at PT. Yupi Indo Jelly GumJob Profile Manage product distribution through distributors to achieve company sales targets (KPI).Develop and implement Domestic Sales and Marketing plans, ensuring successful new product launches.Control sales expenses and manage the approved A&P budget for effective implementation.Collaborate with the marketing team, optimizing promotional activities and planogram strategies.Develop and enhance distributor performance to align with company strategies.Conduct business reviews with key accounts, evaluate distributor performance, and analyze competitor activities.RequirementsBachelor's degree in Business Administration, Sales, Marketing, or a related field.Proven track record of success in senior sales management roles, with at least 10 years of experience in a similar capacity within the FMCG industry.Strong analytical and strategic thinking abilities, with the capacity to convert ideas into workable programs that align with FMCG market dynamics.Excellent interpersonal, communication, and negotiating skills, with the ability to build and maintain relationships at all organizational levels.Ability to thrive in a fast-paced, dynamic FMCG environment, adapting to shifting priorities and competitive market conditions.Read Less",https://glints.com/id/en/opportunities/jobs/national-sales-manager/b09e65d4-ca75-42d2-9613-5e1ecb1b659c?utm_referrer=explore&traceInfo=b77e640b-b013-461b-b9a2-f7ebaacfd4f9,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/dd7e82562e104cc8c9541301da2dfd24.png
Sales,DINITEX,Business Development & Sales,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Sales at DINITEXTugas dan Tanggung Jawab:Mengembangkan dan menerapkan program penjualan dan pemasaran Meningkatkan penjualan, dan memaksimalkan pendapatan bagi perusahaanMembangun dan mempertahankan hubungan dengan client yang ada dan mencari client baruMelakukan presentasi kepada clientMengawasi proses produksi sesuai project yang ditanganiBertanggung jawab membuat dan mengelola anggaran produksi per projectMemastikan kepatuhan dengan persyaratan hukum yang terkait dengan afiliasiKualifikasi:Laki-laki, Maksimal 29 Tahun Pendidikan minimal SMA / SMKMemiliki pengalaman minimal 2 tahun dalam bidang Sales baik offline maupun onlineMemiliki kemampuan komunikasi dan negosiasi yang baikMampu mengoperasikan program Microsoft OfficeLebih disukai mempunyai pengalaman di bidang textil dan penjualan B2BRead Less",https://glints.com/id/en/opportunities/jobs/sales/9393e4df-a506-4782-93a5-ef9fa2c2ace9?utm_referrer=explore&traceInfo=b77e640b-b013-461b-b9a2-f7ebaacfd4f9,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/a9c2f40daebedc53e5068995c3d500b7.png
Sales Manager,PT. Mey Mey Sejahtera,Business Development & Sales,Full-Time · Hybrid,Minimum Associate Degree,5 - 10 years of experience,"Job description for Sales Manager at PT. Mey Mey SejahteraKUALIFIKASI Sales - Marketing ManagerPendidikan minimal D3 jurusan Marketing, Manajemen Bisnis, atau yang relevanUsia maksimal 40 tahunPengalaman minimal 10 tahun di bidang sales & marketing, dengan minimal 4 tahun di posisi manajerialBisa berbahasa Inggris menjadi nilai tambahMemiliki SIM A dan siap jika diminta melakukan perjalanan dinasJujur, bertanggung jawab, dan adaptifKemampuan Teknis:Memiliki track record yang kuat dalam pencapaian target penjualanMahir menggunakan MS Office dan software CRMPemahaman mendalam tentang digital marketing dan social media marketingKemampuan analisis data penjualan dan market researchPengalaman dalam brand development dan managementMemahami pembuatan dan implementasi marketing campaignKemampuan menyusun business plan dan sales forecastSoft Skills:Leadership yang kuat dan kemampuan membangun timKomunikasi yang excellentKemampuan negosiasi dan presentasi yang baikProblem-solving dan analytical thinkingStrategic planning dan executionNetworking yang luasKemampuan multitasking dan bekerja di bawah tekananTanggung Jawab Utama:Memimpin dan mengembangkan tim sales & marketingMenyusun dan mengeksekusi strategi sales & marketingMencapai target penjualan yang ditetapkanMengembangkan dan mengelola brand positioningMengelola budget marketing dan ROIMenganalisis market trend dan kompetitorMembangun dan memelihara hubungan dengan key clientsMembuat laporan performa sales & marketingNilai Tambah:Memiliki sertifikasi di bidang sales/marketingPengalaman di industri sejenisJaringan yang luas dalam industriPemahaman tentang digital transformationRead Less",https://glints.com/id/en/opportunities/jobs/sales-manager/3b003718-af3c-4654-9767-0987305e0a4d?utm_referrer=explore&traceInfo=b77e640b-b013-461b-b9a2-f7ebaacfd4f9,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/309d7d07c9c25e79d2f4b1f7f98951b7.jpg
Sales Promotion Girl (SPG),PT Puri Pangan Utama,Business Development & Sales,Full-Time · On-site,Minimum Senior/Vocational High School,Less than a year of experience,"Job description for Sales Promotion Girl (SPG) at PT Puri Pangan UtamaSPG Bertugas  untuk melakukan promosi produk makanan secara langsung kepada calon konsumen, termasuk menginformasikan detail produk, menjawab pertanyaan konsumen dan mejaga kebersihan area display penjualan untuk meningkatkan penjualanKriteria:- Pendidikan Minimal SMA Sederajat- Mampu berkomunikasi dengan baik- Diutamakan yang pernah memiliki pengalaman dibidang yang sama- Memiliki kendaraan sendiri dan SIM C aktif- Berdomisili di Denpasar dan sekitarnyaRead Less",https://glints.com/id/en/opportunities/jobs/sales-promotion-girl-spg/8368e404-36f5-4f84-bcac-6ed2d2100e3a?utm_referrer=explore&traceInfo=b77e640b-b013-461b-b9a2-f7ebaacfd4f9,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/00919b8df0b5db3e669210a580e75f31.jpg
Business Development,PT ALEXINDO PUTRA MANDIRI,Business Development & Sales,Contract · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Business Development at PT ALEXINDO PUTRA MANDIRIJob Descriptions Mengidentifikasi peluang bisnis baru melalui riset pasar, analisis tren industri, dan hubungan dengan pihak eksternal.Menjalin dan membangun hubungan jangka panjang dengan mitra strategis, pelanggan potensial, dan pemangku kepentingan lainnya. Mengembangkan strategi pemasaran dan rencana penjualan untuk mendukung pertumbuhan bisnis. Membuat dan menyusun proposal bisnis, presentasi, dan materi promosi yang menarik untuk klien. Berkolaborasi dengan tim internal, seperti pemasaran, produk, dan operasional, untuk menciptakan layanan atau produk yang sesuai dengan kebutuhan pasar.  Melakukan negosiasi kontrak, kesepakatan kerja sama, dan perjanjian dengan mitra atau klien.  Mengawasi pelaksanaan proyek dari awal hingga selesai untuk memastikan hasil sesuai target.  Memantau dan menganalisis kinerja inisiatif pengembangan bisnis untuk mengidentifikasi area perbaikan.  Melaporkan hasil kegiatan bisnis secara berkala kepada manajemen, termasuk peluang baru dan pencapaian target. Mengikuti perkembangan tren industri, teknologi baru, dan aktivitas kompetitor untuk menjaga daya saing perusahaan.  Job RequirementsPendidikan minimal S1 di bidang Manajemen, Marketing, Administrasi Bisnis, atau bidang terkait.  Pengalaman minimal 2–3 tahun di bidang pengembangan bisnis, pemasaran, atau penjualan.  Keterampilan komunikasi dan presentasi yang luar biasa, baik dalam Bahasa Indonesia maupun Bahasa Inggris.  Kemampuan analisis dan problem-solving yang kuat, dengan pemahaman mendalam tentang pasar dan tren industri.  Pengalaman dalam menyusun proposal bisnis, perencanaan strategi, dan negosiasi kontrak.  Memiliki jaringan luas di industri terkait menjadi nilai tambah.  Mahir menggunakan perangkat lunak pendukung, seperti Microsoft Office (Word, Excel, PowerPoint) dan perangkat CRM (Customer Relationship Management).  Berorientasi pada hasil dengan kemampuan untuk bekerja secara mandiri maupun dalam tim.  Memiliki fleksibilitas dan adaptabilitas untuk bekerja dalam lingkungan yang dinamis dan kompetitif.  Keterampilan organisasi yang baik dan mampu mengelola beberapa proyek sekaligus.Read Less",https://glints.com/id/en/opportunities/jobs/business-development/f2714c60-1d12-442e-b5a0-69ab62765da8?utm_referrer=explore&traceInfo=b77e640b-b013-461b-b9a2-f7ebaacfd4f9,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/1f6eb5cd2fdd0dfa614c6f0f970b121f.png
SALES CONVEYOR,PT. Feihong Trading International,Business Development & Sales,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,Job description for SALES CONVEYOR at PT. Feihong Trading InternationalJob DescriptionsMenawarkan produk secara langsung kepada konsumenMelakukan penjualan dengan target yang telah ditentukanMemastikan barang diterima dengan baik oleh customerMemperluas jaringan konsumen dan pasarMenjalin hubungan baik dengan customerJob RequirementsPendidikan minimal SMK/A semua jurusanPengalaman minimal 1 tahun di bidang yang samaMemiliki kemampuan komunikasi yang baikKemampuan berorientasi pada targetRead Less,https://glints.com/id/en/opportunities/jobs/sales-conveyor/79e00a3f-50a7-4d98-aa20-0df4a48cc945?utm_referrer=explore&traceInfo=b77e640b-b013-461b-b9a2-f7ebaacfd4f9,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0dfd13f785efcd86c02ae751a033f347.png
Sales Manager - Industry Chemical,PT Surya Global International,Business Development & Sales,Full-Time · On-site,Minimum Associate Degree,1 - 3 years of experience,"Job description for Sales Manager - Industry Chemical at PT Surya Global InternationalUmur maksimal 35 tahunMinimal pendidikan SMA/sederajat, diutamakan lulusan chemical/KimiaPengalaman sebagai sales untuk industri chemical 1-2 tahun, fresh graduate dipersilahkan apply .Komunikatif, supel, jujur, energik, orientasi pada target penjualan, dan berminat bekerja di lapangan.Memiliki SIM C atau ATanggung Jawab :Mencari customer dan memasarkan produk.Mengembangkan jaringan pemasaran & membina hubungan baik dengan customer.Membuat laporan, kunjungan, penjualan yang dicapai, dan permasalahan yang terjadi di lapangan.Read Less",https://glints.com/id/en/opportunities/jobs/sales-manager-industry-chemical/bd10e531-e640-4001-8d80-bb06cb33b93a?utm_referrer=explore&traceInfo=b77e640b-b013-461b-b9a2-f7ebaacfd4f9,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/93e6495719f89615c24c9ed26cb4485d.jpg
